Date,Close,High,Low,Open,Volume,Daily Return
1980-12-12,0.09872593730688095,0.09915515669143314,0.09872593730688095,0.09872593730688095,469033600,
1980-12-15,0.09357532858848572,0.0940045478986343,0.09357532858848572,0.0940045478986343,175884800,-5.217077557222893
1980-12-16,0.08670710027217865,0.08713631386494138,0.08670710027217865,0.08713631386494138,105728000,-7.339785411292898
1980-12-17,0.0888531506061554,0.08928236978940934,0.0888531506061554,0.0888531506061554,86441600,2.4750572066649212
1980-12-18,0.09142924845218658,0.09185846202765592,0.09142924845218658,0.09142924845218658,73449600,2.899275747069252
1980-12-19,0.09700903296470642,0.09743825217994954,0.09700903296470642,0.09700903296470642,48630400,6.102844119338702
1980-12-22,0.10173043608665466,0.10216042332098314,0.10173043608665466,0.10173043608665466,37363200,4.866972670128544
1980-12-23,0.10602334141731262,0.10645256060942221,0.10602334141731262,0.10602334141731262,46950400,4.219882953220844
1980-12-24,0.11160320043563843,0.11203241979661191,0.11160320043563843,0.11160320043563843,48003200,5.262859049464619
1980-12-26,0.1219051405787468,0.12233435985625572,0.12190514057874678,0.12190514057874678,55574400,9.230864440173026
1980-12-29,0.12362203001976013,0.12405124937987916,0.12362203001976013,0.12362203001976013,93161600,1.4083814947116968
1980-12-30,0.12061752378940582,0.1210467317101298,0.12061752378940582,0.1210467317101298,68880000,-2.430397098214665
1980-12-31,0.11718377470970154,0.1176129940304219,0.11718377470970155,0.1176129940304219,35750400,-2.8468078035655098
1981-01-02,0.1184714287519455,0.11932986744803616,0.1184714287519455,0.1184714287519455,21660800,1.0988330470100172
1981-01-05,0.11589612811803818,0.11632533597637124,0.11589612811803818,0.11632533597637124,35728000,-2.1737735933779145
1981-01-06,0.11074475944042206,0.11117397879258491,0.11074475944042206,0.11117397879258491,45158400,-4.444815164463078
1981-01-07,0.10602334141731262,0.10645256060942221,0.10602334141731262,0.10645256060942221,55686400,-4.2633331337447515
1981-01-08,0.10387730598449707,0.10430651386993535,0.10387730598449707,0.10430651386993535,39827200,-2.0241160145751835
1981-01-09,0.10945712774991989,0.10988634716052624,0.10945712774991989,0.10945712774991989,21504000,5.371550323278096
1981-01-12,0.10859866440296173,0.10945709147765531,0.10859866440296174,0.10945709147765531,23699200,-0.7842918634951901
1981-01-13,0.10473570972681046,0.1051649289780304,0.10473570972681046,0.1051649289780304,23049600,-3.5570922509852942
1981-01-14,0.10516496002674103,0.10559417940468292,0.10516496002674103,0.10516496002674103,14291200,0.40984140084621146
1981-01-15,0.10731104016304016,0.10816946741454628,0.10731104016304016,0.10731104016304016,14067200,2.0406798383733937
1981-01-16,0.106452576816082,0.10688179607353722,0.106452576816082,0.10688179607353722,13395200,-0.799976727141849
1981-01-19,0.11289085447788239,0.11332007386707248,0.11289085447788239,0.11289085447788239,41574400,6.048024251140283
1981-01-20,0.10945712774991989,0.10988634716052624,0.10945712774991989,0.10988634716052624,30083200,-3.041634102109869
1981-01-21,0.11160320043563843,0.11246162769553605,0.11160320043563843,0.11160320043563843,15904000,1.9606513799829806
1981-01-22,0.11289085447788239,0.11374929325626255,0.11289085447788239,0.11289085447788239,35548800,1.1537787780436792
1981-01-23,0.1124616414308548,0.11332008025764576,0.1124616414308548,0.11289086084425028,11222400,-0.38020178783542136
1981-01-26,0.11074475944042206,0.11117397879258491,0.11074475944042206,0.11117397879258491,24640000,-1.526637854995505
1981-01-27,0.1098862886428833,0.11074471554490808,0.1098862886428833,0.11074471554490808,23699200,-0.7751796129013111
1981-01-28,0.106452576816082,0.10688179607353722,0.106452576816082,0.10688179607353722,28156800,-3.124786421680359
1981-01-29,0.10258961468935013,0.10301883389771323,0.10258961468935013,0.10301883389771323,43904000,-3.628810351304046
